Sample_ID,Gene_2456,Gene_2451,Gene_3222,Gene_3197,Gene_6345,Gene_6370,Gene_2771,Gene_241,Gene_3788,Gene_2940,Gene_7094,Gene_1729,Gene_4303,Gene_4370,Gene_68,Gene_7036,Gene_2476,Gene_2477,Gene_483,Gene_4322,Gene_4315,Gene_7093,Gene_3966,Gene_5560,Gene_4785,Gene_5680,Gene_5600,Gene_5673,Gene_3016,Gene_5578,Gene_2168,Gene_5748,Gene_5513,Gene_5545,Gene_3945,Gene_4969,Gene_1992,Gene_962,Gene_1959,Gene_1964,Gene_4873,Gene_2864,Gene_6932,Gene_4888,Gene_6903,Gene_5623,Gene_5684,Gene_6671,Gene_6684,Gene_5612,Gene_6683,Gene_2855,Gene_1491,Gene_5533,Gene_6755,Gene_249,Gene_5457,Gene_3689,Gene_5449,Gene_5480,Gene_5373,Gene_5409,Gene_1380,Gene_2678,Gene_2653,Gene_4825,Gene_4834,Gene_1434,Gene_5630,Gene_5636,Gene_5610,Gene_920,Gene_1432,Gene_2664,Gene_6809,Gene_6626,Gene_1911,Gene_1456,Gene_6387,Gene_1151,Gene_2526,Gene_2794,Gene_2607,Gene_6117,Gene_786,Gene_5402,Gene_1358,Gene_5848,Gene_6672,Gene_1519,Gene_6088,Gene_6165,Gene_210,Gene_1645,Gene_3170,Gene_6222,Gene_1066,Gene_4791,Gene_3332,Gene_5760
1,1.1431460135741753,-0.7166655332456562,-0.5675556689835228,0.211902397605753,0.28275277215895406,0.04450095394301587,0.5640640572397793,-0.5540885184320106,1.1056224777339558,0.282942478976099,-0.15745012829796762,2.1296415405585303,0.6142467583271535,0.06791204406187824,-0.04642436607628161,0.5101532656526059,0.3397501015865686,0.4366234745651959,0.2105059020681061,0.4730702366293235,-0.436171622902965,-0.21755999800025455,-0.06805466113422379,-0.3910227533809282,-0.7014354461259092,0.5025800287100052,0.04213762880323044,0.45273354874487753,0.8198778143468116,-0.052277890809994294,1.1470248378840417,3.628027750308199,-0.28390044744274295,-0.06604152849459859,0.39773518029517957,-1.1171483555165962,1.176692532864969,0.7916726979434835,0.39298394693769695,-0.5260570062733293,0.7043755760937539,0.47153312990098656,-0.568735229655763,0.5201942704467358,-0.8039581100490487,0.03373681251670488,0.5897366254744394,-0.3239482554852764,-1.6695235329020746,1.5029139077428522,0.4939835958636809,1.1755358858651725,-0.2112860084998307,0.8493853808526876,0.4661275227426019,0.44322803860508353,1.3523263856022856,0.6720735038709977,0.2462347496765378,0.1016395433941473,0.0707623979493247,0.40518861873259243,0.7061895941031006,1.8081576080130894,-0.38855681231872324,-0.422738664769185,-0.7222810445456189,0.17758641021117605,0.42228054235976986,0.25587076830186106,0.7946932390896783,-0.536671191536572,1.2178576283819744,-0.10357250634989833,0.6737548890014455,-0.9683299648168728,-1.003937294389607,-0.031222335443059825,1.1201566590421799,-0.7068102249247031,-0.08516818876055245,-0.2834887269846516,-1.4110666675341903,0.7258574111053345,1.2728715676408688,1.0212488036438319,0.7711874133108256,-0.3816639777277224,0.03765218592391628,0.7610909185430826,0.24467515298289375,0.5422493567203934,-0.9631118418242534,0.19262883542332482,1.673481577625367,1.0022801060237352,1.77029176877811,-0.6847523983239178,-0.3601833100948809,0.5075480598624467
2,-0.17795573721471739,0.5529767487065307,-0.053396000885209884,0.1183332298725142,0.15857974429282495,0.10215771689232185,0.08294435742036618,0.6915612618407856,-0.2353963830206859,-0.7266363486625125,0.4440202580029195,-0.13066016059849286,-0.909234563238066,-0.29729131321693597,0.3087220344072732,0.7931140574708441,-1.2443173612629035,0.8833073978530923,0.9683271495132877,-0.08445090157730632,-0.24727323584122976,0.0365223730362222,1.301819808148216,-0.39958269203809654,-0.354532054338396,0.21809104305156435,-0.5971919116595762,-0.6379133714321221,0.8151863941038633,0.518531812096176,0.7441095267719549,-0.678625705079947,-0.6907795721189773,-0.3259200838161724,0.0798413821684126,0.43646270255038205,1.897179369385866,-1.4269385596026154,-0.4189098038907907,0.06631368321301365,0.09968612352182203,-0.27152198241247966,-0.6336866790987858,-0.6150868516491077,1.1493849786252561,0.16703836441197784,0.6005712866212013,-0.0634051223703577,-0.3522008548861911,-0.4908150660489895,0.3296267617500717,-0.36354591879090564,-0.2558977170393844,-0.7360348924868727,0.5454059045633909,0.8654515249837536,0.7716980575230662,0.33437633907126657,-0.279336999660201,0.9850718137776358,-0.4415284579037601,-0.7392580515275881,0.3572952627245542,-0.9449584054180986,0.2147076818585936,0.5931621055400085,-0.001947466733905817,-0.4725604475110961,1.0819475038013937,1.6499148833611796,-0.5163342642361247,0.4557781210462453,-2.528547582863303,0.5537145531783028,0.08334076868423247,0.10568196482857771,-0.06847421210422287,0.11901583312453565,0.7566730237725509,0.11613192555660426,0.050480299258857005,2.832230914374661,-0.23941233400637216,-0.6937689077115969,0.008353018868920408,0.1891734296086264,-0.5027298772793838,-0.42695040883582397,0.03765218592391628,0.6655231715338361,-0.2579599744479503,-0.8395443708296438,0.6896315719938974,-0.32417308957552693,-0.4816568356432427,-0.14756642807864082,0.4322856931007782,0.0833235549960473,-0.07604095624125042,0.03445495967734626
3,0.35610667267866475,0.6219790466387147,0.6243599252443846,-2.2884736957102394,-0.6738863710954079,-1.1580543875710803,0.7015268286167544,0.7845879303128888,0.7824854028533192,-1.2554633536160709,1.4769802692587908,1.911405514239921,-0.44194827553108684,1.9953742074778422,-0.36675249200262516,-0.7733866062056167,0.44899613350722184,1.0523229363944586,0.06305651908103456,1.5184223707667543,-0.19414556448011674,-0.10138106997985812,0.06366403783524158,0.7196292873866705,1.4233478285726096,0.34487417796456515,0.2426546210392925,-1.9526079147462574,0.2531542489986516,-0.20795326432985892,-0.07357154577904523,-1.4542458438569292,-0.6326539828795154,-0.08651680861084379,0.12752545188742764,-0.1991054575679272,-1.1017701125429953,-1.3848795784169072,0.3461439228514381,-0.5221853024204774,0.7701026905037465,1.346102421384978,-0.6691147424313438,1.3056304546157635,1.589574970439184,-1.3140899899799439,0.7992067409785015,-0.7883947101683924,0.5534584862497289,2.135229245709197,1.37055337780293,0.103090585812267,-0.5860243602320817,1.050071491401999,0.8228802409361524,1.0189873382123609,1.7007033824498172,5.049811932223717,-0.44682689780048035,0.7026283234867609,0.627078249227284,0.20899776097370434,0.2889189867257436,0.5166959144399139,-0.2131053857253203,0.5599627339612766,-1.9210040976979352,0.5676745248445393,-0.08858936011005923,1.0931671556619822,1.4047753445977251,-1.3697490816608346,0.9056571941115346,-0.7489088920684958,-1.7360986633137099,0.7367398217953961,0.274649312286169,1.7243384861523614,1.6060768872447366,-0.7880884620092767,0.3018289682359981,4.2425703428034245,-3.1409148109030918,0.9067901772290611,1.1340829464341915,0.13047931608747082,2.414697991911775,-0.6005483947502133,-0.4972795041579392,3.0738303961668487,-0.5524141349204971,-1.5241603540248896,-0.436448151105168,0.27700465991293327,0.3193680613238513,1.8106874946284623,0.5066193639717411,-0.4840839060150981,4.07882063918789,-0.3710534119098826
4,1.1197222236665707,-0.8684705886964612,-0.5967692864891089,-1.524325492555456,-0.6300140130355638,1.6382986154702597,0.205133487533233,0.4714737778945903,0.7178579878771919,-0.5283262218049282,-1.2557873554561092,0.5084596307631482,-0.36193350023879595,-0.043677870662203876,-1.5714647916821345,-0.19539120322459846,0.8131495732427326,0.6056390131065621,0.41624922716634544,-1.4434086759559668,0.0655897177297692,-0.21755999800025455,-0.3578357988670476,-0.2968634281520759,-0.7881612940727876,0.25674443784211337,0.6785611259002969,1.353151354937517,-0.1662587207209304,-0.44517288112203357,-1.685232790227393,1.5395875322783483,-0.10952367972435677,-0.12667985806963247,-0.6937001932733871,-0.2461845805396538,-0.9539779409489652,-1.3323058519347721,-0.8543485463223087,-0.5361234362907443,1.4010829888396754,1.4447380557628715,0.29334764476981445,0.6608182160839854,-0.7764462355606783,-0.4550355444326292,-0.30954024970679295,-1.46807244872905,-0.1875355201342056,1.2835391986524878,-0.95235654433608,0.2859247718263756,0.2972874688510814,-0.33466267138824984,-1.119440113673178,0.2666618533921851,0.7949231906462351,0.23577862672098013,-0.4102486441836377,-1.4167596713274735,-0.14135803455234322,0.8498878963194053,-0.6981539206417017,-0.494448512311177,-0.3452948167203499,0.09517153185903125,-1.4288677983532916,0.4809882771482364,2.192965544124129,-0.011629116491112684,2.4302325006644425,-1.3045516815641534,0.7779388346372638,-0.45014204682840436,-2.2903649803461956,0.7367398217953961,-0.9028061503587547,0.018857054079472,-0.8120458231805849,0.22788950154789295,-0.3923721175103915,-0.17562833968563185,-0.18414562016072036,1.839289818020575,-0.9940092454015264,0.05452222800126949,-0.14886396322654785,4.156036419304052,0.12362335040135734,0.13416649816242537,-0.5824222022298011,-1.2792060114137467,-0.7068970733663199,-0.2081563309023153,1.098142266708526,-0.11241828074800049,0.7720967599394656,-0.4840839060150981,-0.29324805981110835,-0.23588395471413964
5,-1.0165274159069577,-0.6200623161405985,-0.32216128193660076,0.1755143879317157,-0.5020397700306757,-0.573250077656691,0.1669493843729621,1.3037221192498938,1.751896627495229,1.4728032401216056,-0.6935432986965844,-0.5749263570328043,-0.003467306929332592,3.375031334975585,0.4201405129903492,-0.9201299490085104,0.46720380549399737,-0.7163039490562664,0.7865872123431763,-0.17156357942209224,-0.10559944554492835,-0.1854454975718523,1.0120386704153923,-0.6670807750746087,0.006825645440263663,0.36033553588078476,1.8293542987333489,0.6514172900174318,0.5965662107824704,0.9003071328710821,0.16936268592088954,0.8243269373750612,0.12297867723349147,-0.3645081117275576,-0.026123217207176384,1.1897286700980079,1.078164418468949,0.10821425367572797,0.44329360243775284,-0.3874500083412308,1.6508460235976472,1.2803453317997153,-0.45064168521390296,-0.7282719786254305,0.4890999909043643,0.4040189011146853,-0.05311993590009615,1.09204703318276,-0.17381340890487348,0.7092936366218279,-0.3278005747043651,0.695255039022141,1.0467641723155834,-0.2945254492783876,0.5850450954737854,3.567681837807242,0.9807242556315853,0.9456821556430426,-0.4063983016976543,-0.26150208697983474,-0.4135125517242945,1.4253810790788104,-0.04945591757606266,0.07619735229092382,0.8371997296351874,2.6448832691056348,0.8036164199028573,-0.27029253621972255,0.30324289518233394,-0.8706734619644837,-0.11393968400741294,0.6187716212879488,-0.44248104478354633,0.9241854412760162,0.866543173186658,-0.6831403563799453,0.4371815080500388,0.016074865772664676,0.10240248028721857,0.07549280701431747,-0.3085892278513445,-0.04664066002907217,-1.3613266250731038,-0.17880641951329823,0.841084746108984,-0.3632417564728379,0.5116857430054126,2.6736605743655284,-0.6864160660083095,-0.6724252865956154,-0.3273536301007161,-0.2742651186500832,0.8509519817637073,-0.12378050641270687,2.395039718940964,-0.6697674741338683,-0.8420058075442995,-0.39412906463528236,-0.3247209258385776,0.1497465555207741
6,1.297743026964365,-0.3302526648254254,-0.661039245001398,-0.7861687248821276,-0.6501287764781638,-0.8656522326138856,0.002757740783797338,-0.29996688748382627,0.5401325966928419,-0.2699221171117121,0.7055291216120009,-0.10727772920721332,-1.059662340787573,-0.7842291229220215,-1.780374439025402,-0.7953671491149109,0.5855536734080384,0.49698616690139813,0.08705990700916248,0.3162674165087089,-0.11150252014060757,-0.2005582036558063,-0.6739606763937646,0.0027344248488177887,-0.7592526780904948,0.3309589558399675,-0.675655082534557,-1.2635557907584631,0.580615381956446,-0.6768326631456417,-0.32243100264239305,-1.1192503753579213,-0.16764926896381882,-0.4676720230824854,-1.1758391204323169,-1.4231626548328191,-2.45037367833852,-1.8685578620525496,-0.49524169499432374,-0.5756148155898339,-0.4524216375221157,0.9449841749148766,-1.3481526229720382,0.019435829884822974,-0.088649373351416,-1.19559972162859,-0.6779187286966953,-1.4907283733477386,0.004574037076444073,0.8641463724503204,-0.30588633015588385,-1.3568540338526298,0.3865108859301888,0.3944968636075817,-0.7494743318428294,-0.2783902835693708,-0.4437505759227664,-0.1955863648115231,-0.05024162174418663,-0.7690509153972717,-0.5575943549329746,-0.3468763360098119,0.21703623503468633,0.857081167009588,-0.8476146545014623,-0.2301823096125405,-0.04593730354683486,0.7265993122877614,0.015568581170197182,0.6930047263781841,-1.022572607104504,1.6401975561359579,0.45154747153634944,0.5895665746071137,-0.7239601713413445,1.064404478297398,-0.8414050986257371,-0.053479841897518414,-0.3911700349736461,-0.8998460380005654,-0.6517001093122037,2.5735142465577683,0.6448550875240566,0.572760455154489,0.16256259798745068,-0.4150306801679752,0.5667315518580759,-0.3454348328412412,-0.37691987388952175,-1.1999592500866563,-0.4173778320286285,-1.5681265180832997,-0.6420525949294356,0.018603697413507383,-0.12564577032453422,-0.45385742624564923,0.21990377632659858,-0.7954660492529217,2.0326410675991866,-0.19612823200950938
7,0.8152129548677125,-0.4268558819304831,-0.7778937150237418,-1.3579803054741426,-0.6461691773752898,1.032902604502547,0.15931256374090794,0.0104245331743131,2.947503804553584,4.657784065410082,-0.09207291239569727,1.1553735659218822,-0.6147801901624352,-0.31758038862131455,-0.6383350335488729,-0.7436664355113597,0.1849848896989765,-0.11267702569424425,0.879171708637384,0.420802629922452,-0.3240132055850597,-0.09382471693788111,-1.6486790487678082,-0.2711836121805707,0.20918595731631306,0.20262968513534474,1.166776411344622,0.025774870691090836,-0.550016896594105,-0.6935121674513415,-1.122336399703154,0.9088302987982344,1.9054967472436615,0.36630188626765603,-1.1546462005571991,0.8366352478100583,-1.3665644199822993,0.4131418672721112,-0.3339038342527653,-0.660792300352576,0.8621206506777361,-1.4551495949472046,0.854291980868649,1.3502185349397695,-0.088649373351416,-0.29211142544951785,-0.23730917539504734,-0.7317548986216709,0.0869067044524368,1.831975971378399,-0.8975709329648769,-0.49726047274152235,-0.4700339180292421,0.6486992703033762,0.6246842863841798,-0.19394558629363678,0.09042748591011548,-0.8635858659847139,-0.5835140560528923,-1.1194507341791842,0.4109555444142638,-0.7327183562689584,0.5326190473368891,2.1685655224986267,-0.19628127632595294,-0.19698293803380867,-0.8487518253827899,1.2033736746174277,-0.08362945814433274,0.21672444369801128,0.2754744258913404,-2.735272405907996,-0.49924476010544444,0.6732212912743394,-1.3143742916585577,1.7804124313943648,-0.4729987882276322,-0.170331750783426,-0.8158719667097389,-0.036264768976971194,-0.26071329090331763,-0.17266310567053852,-0.7091794016944125,-1.6819401688488727,-0.30006613936814014,-0.7671953612949086,1.0228253966372867,-0.005786599530479613,0.12171288007963643,-0.42394914437157444,-0.2354539239659722,-0.22401807401190002,-0.4870584757388339,-0.060498638045500534,0.2557946568026534,0.7913912220398932,0.2729992555201435,-1.0445717638431806,-0.2316321671657813,-0.08878778070700762
8,1.2743192370567604,-0.4820577202762304,-0.8246355030326794,-0.9577121990597321,-0.3667798646764993,1.2923580377744237,0.3425962589102082,-0.4120526782770432,-1.5764152437753276,-0.5223168240213649,-0.35358177600477864,0.5084596307631482,0.185367562760474,-0.033533332960014595,-1.306845905047329,0.04082223677246471,-2.0727664366611904,1.3782814750099506,1.6129895681544377,-0.6593945753528934,5.4728060473719395,-0.1665546149669098,0.06366403783524158,-0.08500494638715822,2.78205277974037,-0.10041293002255959,-0.3385540521087135,-0.012270952105781247,0.09083110859263888,-0.9585309580863491,-1.8748399954566104,1.370580809432002,1.5179928189805811,0.09461066934055615,-0.4022975449905173,-1.0936087940307329,-0.12880498288229703,0.05564052719359293,0.193480140644372,-0.3982907791292161,-0.0712043739441587,0.8726513763710878,0.05125587866400162,1.2987707499505319,-0.19869687130489797,-0.010697038115052768,0.7197525592355815,-2.9520355112531522,-0.2973124099688626,2.167490232340133,-0.6345999983831022,0.2204319290750531,-1.0053744205038864,2.8896941714373536,-0.5116391863804624,-0.32828942286866813,-1.2256633910694485,-3.429591329900919,-0.5026568638472402,-0.5545637535974343,0.5950600707364662,-0.608464146354996,-0.7717899101788823,-2.4266353871919746,0.3973694410517254,-0.09074494898186689,-1.910006638494703,0.39430202945193343,-0.18282749745886265,0.42333004577388533,-0.03605686202766227,-0.7286413140434673,1.3881487743476688,-2.0037296420768795,-0.3022357996861924,2.684524168779518,-0.8269577923356154,0.5446906440660562,-1.7532771313524664,-2.1088598146335973,-1.5294256200260297,-0.13670964323753196,-1.8587270496839698,2.006304679057861,-0.03790985486663868,2.1329843656327787,-1.1082337746586808,-0.5205423664592338,-0.2546497732993833,0.44762870835275403,-0.43800837830377504,-1.7816764577955786,-0.4601717407771989,-0.08159259416790264,0.236722635446294,1.1830420065813139,-0.2367173447378876,0.09716276136217279,-0.16779987550443531,1.4974655552077407
9,1.517926652095847,0.19416479945917348,0.09851481014383713,-1.3059974345112322,-0.46672014603303946,0.5592934802761049,0.41514605491472284,2.0583726054406624,1.4126026988705604,-0.119687172522633,1.8104040703603697,0.40713576140093677,0.5310313920231708,0.42297086363850317,-1.0143723987667546,-0.28393254508457233,-1.6904053249389042,0.8712348593858519,0.2070768466498021,-0.8858875377493367,-0.48929929426407803,-0.1863900417020994,0.30075769598027924,0.1653732593350172,-1.1928819178248864,0.3850737085467361,0.08572827928933088,-0.726686957958157,2.3117494516043853,1.3636266969182982,-0.5238886581984366,-0.7359672717599575,0.704234569628112,-0.06761655004200205,-0.4764727645534296,1.1661891086121445,-0.5413914619156311,1.475131142211239,1.147628779438535,-0.2550377365736953,0.09968612352182203,1.2869210407582417,-0.0491236341115793,0.8494600943778566,0.04890999909043645,-0.36616784316911394,0.32609320423656807,-1.3887767125636399,0.7867343771483749,0.9480249376907539,0.5378120849606434,-0.1043034162335875,0.09207360956913441,0.3944968636075817,-0.0888211500029211,-0.0787937263721813,0.4233210606755346,0.45269359389161035,-0.5065072063332235,1.8515150020383648,-0.7617102428119381,2.4913514062354354,2.855659193450326,0.09622001420678701,0.5199450952471164,1.4165065206925573,-0.7937645293666286,0.3076157817556305,0.6355563268860092,0.8669883912841833,1.2100682896483486,-2.583145139015739,-2.4717838675414048,3.2665175079583326,0.2761290528694449,0.2634464290702823,-0.47661061480016265,0.4779181247026804,-0.5671726373147297,0.08565258664988916,-0.9469350538250361,3.8348506657280916,-0.4991658890809356,-0.4571645212421083,-0.0533308127784917,0.19953121434765386,1.9192857122378044,-0.22919965966378056,-0.07315509273589664,0.46291954787423345,-0.3273536301007161,-0.5945900282185009,0.6738158455458768,0.4563032869533512,1.3778652466017969,1.5094176603658311,-1.2136741618991138,0.09716276136217279,4.86918852830025,-0.5936854590558122
10,1.06350512788832,0.27696755697779435,0.42570732620639995,-0.6146252507045232,-0.6222531987939308,-0.029629169848948957,0.03712343362804112,-0.4855664358013394,-0.607004019133418,-0.45020405061860697,-0.235902787380692,0.44610648038640266,-0.6691902373611931,1.9040733681581388,-0.6592259982831996,-1.1455079101066257,0.7312150493022427,0.653929166975524,-1.034241214776242,-0.25867625726687815,-0.022956401205419193,-0.2081145566977833,-0.33149205907315454,-0.3182632747949969,-0.2533518984003713,0.3556971285059189,-0.6000979550253162,0.600689526288269,-0.5443871923025669,-0.18200736874321483,0.8092870035694982,-1.5025334789558853,0.5492329983228799,-0.2022808923449994,-0.5347532942100035,0.6012396329514252,0.523943774991336,-0.5752441905920275,-0.7571988667359939,-0.1272715094295821,-0.6758938265160905,-1.7773593339149907,-0.07864702022204428,0.19778815118084675,1.094361229648515,0.4040189011146853,-0.45039084461469675,-0.16535678315445632,0.6083469311670574,-1.3360529157795114,0.7679116527196962,-0.19435607501665592,-0.041761516049526666,-0.6156232261572858,0.01688335909146424,-0.9194023037988063,0.585896992537716,0.28754242570488053,-0.33324179446396907,-0.036396748853272785,-0.7336943366324725,0.20245806571507474,-0.10380629080588646,0.026140697501265856,-0.7899319937036312,1.1641912966941956,0.16851315091619423,0.33651119765439813,0.7149147583376331,0.47987473686833504,-0.698060848855543,0.07545995381560364,0.2670653967401805,1.3066070031833332,0.28817832063102067,-0.6285295802962784,-0.36103216447918857,-0.21484676369234318,0.21336064263268428,0.24820906081903632,-0.005374960513841004,0.5308386644103531,-0.3444190903131106,-1.111306060304812,-0.5622224238696416,0.7312308309510632,1.5575561112060166,-0.34845392824844795,-0.2546497732993833,0.6502323320123566,-0.2767150165162654,-0.23657983517144582,-0.12171519478955845,-0.5351126507995481,-0.8535612520922505,-0.2680743617836933,0.24114196800401655,-0.02047049274989393,4.640456149847093,-0.09276335297747064
